Customer_ID,Age,Gender,City,Annual_Income_INR,Purchase_Frequency,Average_Order_Value_INR,Annual_Spend_INR,Recency_Days,Online_Purchase_Ratio,Discount_Usage_Ratio,Preferred_Category,Loyalty_Score,Cluster,Segment
CUST0417,23,Female,Hyderabad,21298.0,10,1587.0,15840.0,6,0.36,0.26,Home,52.5,0,Deal-Driven Shoppers
CUST0418,44,Female,Bengaluru,85008.0,10,4023.0,36824.0,17,0.78,0.13,Sports,52.9,1,At-Risk / Inactive
CUST0419,34,Female,Bengaluru,71494.0,5,3007.0,14279.0,17,0.91,0.36,Fashion,47.7,0,Deal-Driven Shoppers
CUST0420,45,Female,Lucknow,105432.0,33,1554.0,56488.0,12,0.81,0.58,Beauty,100.0,2,High-Value Loyalists
CUST0421,30,Male,Mumbai,73181.0,4,3239.0,14156.0,47,0.33,0.28,Beauty,39.1,1,At-Risk / Inactive
CUST0422,32,Female,Mumbai,69509.0,7,2649.0,21159.0,25,0.4,0.57,Home,35.2,1,At-Risk / Inactive
CUST0423,23,Female,Pune,87253.0,43,3318.0,124133.0,59,0.81,0.22,Home,100.0,2,High-Value Loyalists
CUST0424,40,Female,Mumbai,82813.0,11,2839.0,30715.0,74,0.95,0.43,Fashion,56.7,0,Deal-Driven Shoppers
CUST0425,42,Male,Hyderabad,61875.0,20,4747.0,108737.0,9,0.68,0.14,Beauty,82.3,2,High-Value Loyalists
CUST0426,29,Female,Delhi NCR,88697.0,14,3463.0,53968.0,43,0.43,0.3,Electronics,55.9,1,At-Risk / Inactive
CUST0427,31,Male,Bengaluru,112439.0,10,3308.0,33287.0,45,0.66,0.3,Beauty,47.4,1,At-Risk / Inactive
CUST0428,31,Male,Lucknow,106218.0,11,4004.0,37895.0,15,0.57,0.28,Electronics,50.8,1,At-Risk / Inactive
CUST0429,39,Female,Lucknow,79506.0,18,300.0,5807.0,8,0.48,0.13,Electronics,47.2,0,Deal-Driven Shoppers
CUST0430,31,Female,Hyderabad,76389.0,18,864.0,14772.0,36,0.44,0.15,Fashion,57.9,0,Deal-Driven Shoppers
CUST0431,18,Female,Bengaluru,62362.0,9,2421.0,24135.0,40,0.49,0.32,Electronics,39.6,1,At-Risk / Inactive
CUST0432,18,Female,Delhi NCR,57054.0,15,2814.0,46818.0,17,0.62,0.23,Beauty,53.6,1,At-Risk / Inactive
CUST0433,32,Female,Mumbai,64201.0,1,2832.0,2742.0,10,0.59,0.13,Electronics,33.9,1,At-Risk / Inactive
CUST0434,41,Male,Lucknow,18000.0,5,1955.0,8993.0,63,0.53,0.48,Electronics,55.6,0,Deal-Driven Shoppers
CUST0435,43,Female,Hyderabad,98175.0,20,1916.0,40780.0,61,0.47,0.44,Home,64.2,0,Deal-Driven Shoppers
CUST0436,27,Male,Bengaluru,72515.0,29,1190.0,33811.0,14,0.3,0.28,Fashion,90.6,2,High-Value Loyalists
CUST0437,40,Male,Pune,84689.0,28,3943.0,96813.0,57,0.47,0.22,Fashion,97.9,2,High-Value Loyalists
CUST0438,35,Female,Bengaluru,64975.0,12,1916.0,23738.0,36,0.94,0.16,Sports,42.4,0,Deal-Driven Shoppers
CUST0439,30,Male,Bengaluru,45582.0,23,2605.0,54279.0,21,0.38,0.31,Electronics,90.1,2,High-Value Loyalists
CUST0440,23,Female,Hyderabad,77578.0,19,1955.0,39845.0,26,0.58,0.36,Beauty,87.4,2,High-Value Loyalists
CUST0441,31,Male,Pune,52678.0,10,2050.0,22468.0,19,0.43,0.24,Electronics,53.7,0,Deal-Driven Shoppers
CUST0442,28,Female,Lucknow,35966.0,10,1325.0,11733.0,96,0.79,0.16,Electronics,44.5,0,Deal-Driven Shoppers
CUST0443,36,Male,Mumbai,21160.0,18,948.0,15438.0,42,0.05,0.63,Electronics,45.4,0,Deal-Driven Shoppers
CUST0444,34,Male,Pune,42348.0,8,3738.0,30626.0,41,0.4,0.33,Fashion,45.6,1,At-Risk / Inactive
CUST0445,36,Female,Lucknow,140214.0,15,2810.0,43041.0,65,0.78,0.47,Home,67.1,1,At-Risk / Inactive
CUST0446,44,Female,Hyderabad,56740.0,6,2168.0,11264.0,43,0.62,0.47,Electronics,36.0,0,Deal-Driven Shoppers
CUST0447,63,Female,Bengaluru,85345.0,12,2370.0,24892.0,7,0.84,0.53,Sports,49.7,0,Deal-Driven Shoppers
CUST0448,56,Female,Delhi NCR,39801.0,8,1849.0,14489.0,45,0.74,0.16,Beauty,37.7,0,Deal-Driven Shoppers
CUST0449,41,Female,Hyderabad,94827.0,11,2881.0,30403.0,57,0.63,0.14,Electronics,41.9,1,At-Risk / Inactive
CUST0450,48,Male,Lucknow,44458.0,12,2384.0,30965.0,13,0.34,0.12,Fashion,50.5,1,At-Risk / Inactive
CUST0451,22,Male,Hyderabad,136298.0,3,4043.0,13403.0,11,0.69,0.53,Electronics,28.3,1,At-Risk / Inactive
CUST0452,39,Male,Bengaluru,95830.0,5,1178.0,6295.0,54,0.76,0.32,Electronics,38.6,0,Deal-Driven Shoppers
CUST0453,18,Female,Hyderabad,104854.0,14,3863.0,61287.0,17,0.76,0.67,Sports,58.6,2,High-Value Loyalists
CUST0454,26,Male,Pune,31749.0,7,300.0,2147.0,66,0.88,0.04,Fashion,48.0,0,Deal-Driven Shoppers
CUST0455,18,Other,Mumbai,62867.0,19,1234.0,21454.0,14,0.46,0.32,Fashion,79.1,0,Deal-Driven Shoppers
CUST0456,34,Female,Hyderabad,48688.0,7,2087.0,15790.0,25,0.81,0.23,Electronics,42.9,0,Deal-Driven Shoppers
CUST0457,51,Female,Mumbai,94164.0,30,1052.0,33286.0,54,0.1,0.33,Fashion,81.3,2,High-Value Loyalists
CUST0458,32,Female,Mumbai,47006.0,11,2112.0,23185.0,107,0.43,0.14,Home,48.3,1,At-Risk / Inactive
CUST0459,39,Female,Delhi NCR,122674.0,29,2269.0,60853.0,21,0.62,0.42,Beauty,96.6,2,High-Value Loyalists
CUST0460,49,Male,Lucknow,78126.0,11,1863.0,22514.0,23,0.66,0.36,Home,50.8,0,Deal-Driven Shoppers
CUST0461,48,Female,Pune,34171.0,4,4873.0,21486.0,4,0.83,0.05,Sports,49.1,1,At-Risk / Inactive
CUST0462,27,Female,Mumbai,82577.0,22,2360.0,49065.0,60,0.73,0.27,Electronics,69.8,2,High-Value Loyalists
CUST0463,29,Female,Mumbai,50278.0,30,300.0,7928.0,26,0.82,0.15,Fashion,100.0,2,High-Value Loyalists
CUST0464,34,Female,Hyderabad,78208.0,9,1590.0,15484.0,141,0.17,0.34,Fashion,23.3,1,At-Risk / Inactive
CUST0465,31,Male,Pune,87936.0,10,300.0,2733.0,12,0.33,0.28,Fashion,36.6,0,Deal-Driven Shoppers
CUST0466,34,Male,Delhi NCR,65866.0,21,3038.0,55556.0,46,0.56,0.52,Sports,75.6,2,High-Value Loyalists
CUST0467,18,Female,Mumbai,49085.0,15,4469.0,60009.0,3,0.39,0.21,Sports,53.4,1,At-Risk / Inactive
CUST0468,40,Male,Lucknow,99509.0,9,2019.0,15929.0,47,0.31,0.13,Beauty,47.0,1,At-Risk / Inactive
CUST0469,23,Male,Delhi NCR,19719.0,9,300.0,2773.0,25,0.81,0.58,Beauty,52.8,0,Deal-Driven Shoppers
CUST0470,18,Male,Lucknow,135283.0,1,4508.0,4254.0,41,0.55,0.38,Beauty,20.0,1,At-Risk / Inactive
CUST0471,29,Male,Mumbai,60132.0,20,300.0,6224.0,12,0.67,0.25,Home,86.7,0,Deal-Driven Shoppers
CUST0472,39,Male,Mumbai,80738.0,37,1093.0,38203.0,12,0.77,0.51,Beauty,100.0,2,High-Value Loyalists
CUST0473,34,Female,Delhi NCR,66959.0,21,780.0,16958.0,54,0.47,0.33,Home,76.7,0,Deal-Driven Shoppers
CUST0474,19,Male,Hyderabad,75263.0,45,2726.0,111831.0,5,0.43,0.49,Fashion,100.0,2,High-Value Loyalists
CUST0475,51,Male,Hyderabad,76259.0,4,1530.0,5269.0,24,0.64,0.5,Fashion,28.8,0,Deal-Driven Shoppers
CUST0476,45,Male,Lucknow,76609.0,21,2548.0,52134.0,29,0.55,0.17,Electronics,73.2,2,High-Value Loyalists
CUST0477,36,Male,Mumbai,111680.0,24,2099.0,53692.0,25,0.32,0.3,Home,82.1,2,High-Value Loyalists
CUST0478,46,Female,Pune,69088.0,33,2396.0,70497.0,28,0.6,0.12,Electronics,100.0,2,High-Value Loyalists
CUST0479,23,Male,Pune,114168.0,21,2436.0,55316.0,33,0.54,0.49,Electronics,85.6,2,High-Value Loyalists
CUST0480,31,Female,Bengaluru,18000.0,30,901.0,30533.0,17,0.55,0.33,Home,90.3,2,High-Value Loyalists
CUST0481,44,Male,Mumbai,102733.0,18,2010.0,41376.0,15,0.8,0.11,Beauty,63.0,2,High-Value Loyalists
CUST0482,19,Male,Lucknow,116875.0,9,1284.0,9902.0,70,0.37,0.24,Fashion,48.8,1,At-Risk / Inactive
CUST0483,29,Female,Delhi NCR,30327.0,10,3835.0,40183.0,9,0.68,0.42,Home,53.4,0,Deal-Driven Shoppers
CUST0484,43,Male,Mumbai,108618.0,21,1904.0,36952.0,26,0.62,0.65,Beauty,69.4,0,Deal-Driven Shoppers
CUST0485,28,Female,Delhi NCR,91855.0,6,717.0,3934.0,27,0.61,0.7,Sports,35.6,0,Deal-Driven Shoppers
CUST0486,58,Female,Pune,107565.0,8,3754.0,27666.0,33,0.64,0.43,Sports,37.9,1,At-Risk / Inactive
CUST0487,18,Female,Delhi NCR,55231.0,8,2885.0,20689.0,17,0.55,0.14,Fashion,46.1,1,At-Risk / Inactive
CUST0488,32,Male,Bengaluru,45937.0,8,3673.0,26478.0,8,0.84,0.35,Electronics,45.9,0,Deal-Driven Shoppers
CUST0489,41,Male,Bengaluru,50774.0,16,1929.0,31089.0,33,0.97,0.2,Sports,49.5,0,Deal-Driven Shoppers
CUST0490,18,Male,Bengaluru,87517.0,1,1014.0,1139.0,69,0.25,0.23,Electronics,0.0,1,At-Risk / Inactive
CUST0491,46,Male,Hyderabad,59414.0,12,300.0,3887.0,28,0.51,0.54,Fashion,60.3,0,Deal-Driven Shoppers
CUST0492,33,Female,Mumbai,54469.0,23,300.0,6716.0,9,0.39,0.44,Sports,83.4,0,Deal-Driven Shoppers
CUST0493,45,Female,Mumbai,74516.0,9,2404.0,19791.0,7,0.92,0.71,Home,48.9,0,Deal-Driven Shoppers
CUST0494,26,Female,Pune,35401.0,25,1810.0,50846.0,18,0.53,0.66,Sports,83.6,2,High-Value Loyalists
CUST0495,31,Male,Pune,18000.0,13,1533.0,18818.0,65,0.37,0.22,Beauty,32.8,0,Deal-Driven Shoppers
CUST0496,20,Male,Delhi NCR,18000.0,6,2496.0,13440.0,46,0.76,0.06,Beauty,39.9,0,Deal-Driven Shoppers
CUST0497,32,Male,Hyderabad,131156.0,13,3533.0,43528.0,31,0.85,0.52,Home,60.8,1,At-Risk / Inactive
CUST0498,68,Male,Lucknow,83999.0,9,3406.0,30637.0,80,0.54,0.05,Home,51.1,1,At-Risk / Inactive
CUST0499,53,Female,Pune,129446.0,12,1471.0,19695.0,82,0.62,0.35,Home,45.0,1,At-Risk / Inactive
CUST0500,43,Female,Lucknow,55401.0,12,924.0,10104.0,44,0.74,0.42,Electronics,69.2,0,Deal-Driven Shoppers
CUST0501,25,Male,Bengaluru,68783.0,24,1912.0,48822.0,38,0.32,0.65,Sports,89.3,2,High-Value Loyalists
CUST0502,47,Female,Lucknow,110757.0,8,3304.0,30056.0,10,0.61,0.58,Home,53.1,1,At-Risk / Inactive
CUST0503,39,Female,Pune,165253.0,7,1874.0,13988.0,13,0.59,0.06,Fashion,30.7,1,At-Risk / Inactive
CUST0504,18,Male,Hyderabad,66836.0,17,2667.0,46438.0,63,0.75,0.07,Beauty,75.1,2,High-Value Loyalists
CUST0505,48,Male,Lucknow,35101.0,9,3334.0,30174.0,14,0.95,0.05,Sports,57.3,0,Deal-Driven Shoppers
CUST0506,29,Male,Pune,18000.0,10,3570.0,30952.0,8,0.59,0.77,Home,55.4,0,Deal-Driven Shoppers
CUST0507,24,Male,Lucknow,106347.0,10,1766.0,15367.0,41,0.8,0.45,Fashion,57.5,0,Deal-Driven Shoppers
CUST0508,41,Male,Hyderabad,44162.0,17,1338.0,23778.0,32,0.45,0.15,Fashion,78.1,0,Deal-Driven Shoppers
CUST0509,39,Male,Delhi NCR,73955.0,30,2771.0,71974.0,32,0.27,0.27,Home,91.0,2,High-Value Loyalists
CUST0510,52,Male,Hyderabad,67887.0,13,2542.0,34296.0,39,0.32,0.39,Electronics,51.1,1,At-Risk / Inactive
CUST0511,19,Male,Pune,39624.0,9,817.0,7146.0,150,0.8,0.2,Sports,47.5,0,Deal-Driven Shoppers
CUST0512,30,Female,Pune,79914.0,10,2683.0,24835.0,42,0.51,0.11,Electronics,40.3,1,At-Risk / Inactive
CUST0513,18,Female,Mumbai,67428.0,16,1962.0,34557.0,6,0.17,0.25,Fashion,71.1,1,At-Risk / Inactive
CUST0514,24,Female,Lucknow,93923.0,28,1931.0,46191.0,32,0.49,0.57,Fashion,77.3,2,High-Value Loyalists
CUST0515,34,Female,Lucknow,102839.0,25,4312.0,95701.0,19,0.85,0.48,Electronics,86.4,2,High-Value Loyalists
CUST0516,43,Female,Hyderabad,61931.0,17,3283.0,62579.0,42,0.22,0.33,Beauty,61.1,1,At-Risk / Inactive
CUST0517,59,Male,Pune,107213.0,7,1642.0,12402.0,59,0.46,0.08,Electronics,34.1,1,At-Risk / Inactive
CUST0518,33,Male,Mumbai,76455.0,15,3269.0,44273.0,73,0.67,0.16,Electronics,63.2,1,At-Risk / Inactive
CUST0519,39,Female,Hyderabad,68348.0,23,2504.0,51375.0,51,0.79,0.38,Beauty,74.2,2,High-Value Loyalists
CUST0520,49,Female,Hyderabad,74407.0,8,4554.0,40455.0,68,0.32,0.66,Electronics,40.3,1,At-Risk / Inactive
CUST0521,20,Female,Mumbai,77866.0,13,3066.0,41295.0,20,0.66,0.02,Sports,48.5,1,At-Risk / Inactive
CUST0522,20,Male,Bengaluru,44904.0,17,2714.0,46228.0,17,0.85,0.25,Electronics,70.1,2,High-Value Loyalists
CUST0523,36,Male,Pune,64529.0,19,2100.0,43690.0,48,0.66,0.54,Electronics,68.0,0,Deal-Driven Shoppers
CUST0524,42,Female,Pune,83488.0,9,2114.0,20872.0,25,0.48,0.26,Electronics,58.8,1,At-Risk / Inactive
CUST0525,37,Male,Delhi NCR,106653.0,5,2455.0,12855.0,32,0.12,0.63,Sports,43.9,1,At-Risk / Inactive
CUST0526,28,Male,Bengaluru,55718.0,11,2760.0,29930.0,31,0.92,0.15,Electronics,66.8,0,Deal-Driven Shoppers
CUST0527,45,Female,Delhi NCR,62578.0,6,2450.0,15775.0,30,0.94,0.24,Electronics,41.2,0,Deal-Driven Shoppers
CUST0528,36,Female,Delhi NCR,72825.0,12,2093.0,22381.0,10,0.58,0.27,Fashion,61.5,0,Deal-Driven Shoppers
CUST0529,50,Female,Pune,117234.0,5,3369.0,18211.0,18,0.74,0.29,Electronics,27.6,1,At-Risk / Inactive
CUST0530,31,Female,Hyderabad,50264.0,17,2533.0,40996.0,55,0.65,0.35,Electronics,69.8,0,Deal-Driven Shoppers
CUST0531,36,Female,Bengaluru,87361.0,15,2682.0,43262.0,17,0.75,0.64,Electronics,76.6,0,Deal-Driven Shoppers
CUST0532,29,Male,Lucknow,51244.0,12,1969.0,24049.0,33,0.72,0.17,Sports,53.6,0,Deal-Driven Shoppers
CUST0533,34,Male,Mumbai,64980.0,10,2908.0,29604.0,75,0.77,0.67,Fashion,57.3,0,Deal-Driven Shoppers
CUST0534,31,Female,Hyderabad,61975.0,11,3303.0,33362.0,37,0.82,0.39,Home,61.3,0,Deal-Driven Shoppers
CUST0535,20,Female,Hyderabad,67994.0,21,3117.0,69068.0,96,0.87,0.28,Beauty,84.4,2,High-Value Loyalists
CUST0536,27,Male,Hyderabad,61724.0,8,2651.0,19063.0,32,0.24,0.28,Sports,31.0,1,At-Risk / Inactive
CUST0537,48,Male,Hyderabad,136807.0,15,1677.0,22895.0,15,0.82,0.46,Fashion,70.0,0,Deal-Driven Shoppers
CUST0538,29,Other,Hyderabad,80543.0,25,2001.0,48891.0,9,0.84,0.35,Sports,95.1,2,High-Value Loyalists
CUST0539,33,Male,Lucknow,71121.0,22,2595.0,62801.0,13,0.97,0.56,Home,86.3,2,High-Value Loyalists
CUST0540,32,Female,Delhi NCR,56504.0,16,2153.0,30506.0,29,0.88,0.27,Home,80.0,0,Deal-Driven Shoppers
CUST0541,44,Female,Lucknow,19446.0,5,2759.0,15242.0,45,0.53,0.35,Beauty,36.2,0,Deal-Driven Shoppers
CUST0542,42,Female,Mumbai,108852.0,7,4646.0,35774.0,26,0.42,0.12,Electronics,44.0,1,At-Risk / Inactive
CUST0543,18,Male,Mumbai,89055.0,13,1494.0,17985.0,26,0.75,0.79,Home,58.1,0,Deal-Driven Shoppers
CUST0544,41,Female,Lucknow,21566.0,18,1705.0,28047.0,8,0.48,0.46,Fashion,61.6,0,Deal-Driven Shoppers
CUST0545,25,Female,Bengaluru,76650.0,28,3140.0,86476.0,9,0.48,0.09,Electronics,82.6,2,High-Value Loyalists
CUST0546,34,Female,Mumbai,72849.0,19,1746.0,33930.0,13,0.94,0.55,Home,70.2,0,Deal-Driven Shoppers
CUST0547,50,Male,Hyderabad,97417.0,11,1250.0,14981.0,34,0.51,0.32,Home,67.5,0,Deal-Driven Shoppers
CUST0548,50,Female,Hyderabad,28204.0,21,2684.0,59812.0,67,0.47,0.19,Sports,82.8,2,High-Value Loyalists
CUST0549,30,Male,Bengaluru,124140.0,34,3464.0,117176.0,79,0.57,0.35,Electronics,100.0,2,High-Value Loyalists
CUST0550,36,Female,Bengaluru,40388.0,11,3554.0,42710.0,35,0.76,0.41,Fashion,61.2,0,Deal-Driven Shoppers
CUST0551,49,Female,Delhi NCR,18000.0,7,2920.0,23187.0,19,0.55,0.8,Home,49.9,0,Deal-Driven Shoppers
CUST0552,18,Male,Mumbai,120831.0,15,1718.0,23084.0,24,0.57,0.33,Beauty,60.7,0,Deal-Driven Shoppers
CUST0553,37,Female,Lucknow,88368.0,9,1502.0,14210.0,96,0.85,0.04,Fashion,45.1,1,At-Risk / Inactive
CUST0554,33,Other,Delhi NCR,52015.0,6,3365.0,22918.0,15,0.71,0.26,Beauty,46.0,1,At-Risk / Inactive
CUST0555,34,Male,Mumbai,103248.0,19,1950.0,37685.0,28,0.45,0.19,Sports,63.2,1,At-Risk / Inactive
CUST0556,27,Male,Lucknow,65557.0,2,3257.0,5797.0,44,0.51,0.28,Fashion,44.8,1,At-Risk / Inactive
CUST0557,28,Female,Mumbai,68976.0,13,995.0,11995.0,22,0.69,0.39,Home,69.9,0,Deal-Driven Shoppers
CUST0558,48,Female,Pune,124054.0,4,2661.0,12011.0,11,0.17,0.58,Home,27.5,1,At-Risk / Inactive
CUST0559,36,Female,Lucknow,68956.0,6,3685.0,24188.0,22,0.76,0.29,Fashion,48.2,1,At-Risk / Inactive
CUST0560,53,Female,Delhi NCR,106759.0,24,2335.0,47724.0,37,0.61,0.54,Home,66.5,2,High-Value Loyalists
CUST0561,30,Female,Bengaluru,29029.0,11,960.0,11573.0,54,0.68,0.21,Fashion,51.8,0,Deal-Driven Shoppers
CUST0562,26,Female,Hyderabad,91643.0,8,2249.0,19715.0,29,0.53,0.15,Beauty,37.5,1,At-Risk / Inactive
CUST0563,19,Male,Bengaluru,73354.0,13,2286.0,26950.0,77,0.75,0.38,Home,45.3,0,Deal-Driven Shoppers
CUST0564,38,Female,Hyderabad,103572.0,11,2087.0,20828.0,46,0.83,0.3,Electronics,56.4,0,Deal-Driven Shoppers
CUST0565,31,Male,Hyderabad,78364.0,26,2715.0,75902.0,36,0.84,0.34,Electronics,99.1,2,High-Value Loyalists
CUST0566,34,Male,Lucknow,78245.0,3,3598.0,10635.0,20,0.79,0.37,Home,41.6,1,At-Risk / Inactive
CUST0567,22,Female,Pune,73042.0,23,4124.0,84884.0,10,0.91,0.3,Home,88.6,2,High-Value Loyalists
CUST0568,42,Male,Delhi NCR,104473.0,22,3606.0,89814.0,20,0.96,0.24,Fashion,79.5,2,High-Value Loyalists
CUST0569,52,Female,Pune,18000.0,10,2093.0,22818.0,26,0.45,0.21,Electronics,35.5,0,Deal-Driven Shoppers
CUST0570,43,Male,Lucknow,74389.0,12,2276.0,27980.0,14,0.85,0.45,Beauty,59.2,0,Deal-Driven Shoppers
CUST0571,28,Female,Lucknow,101730.0,17,2606.0,37718.0,47,0.88,0.21,Sports,74.8,2,High-Value Loyalists
CUST0572,33,Male,Delhi NCR,41886.0,3,3403.0,9456.0,67,0.76,0.31,Electronics,37.0,1,At-Risk / Inactive
CUST0573,55,Male,Hyderabad,111957.0,9,1421.0,10939.0,16,0.77,0.59,Home,50.4,0,Deal-Driven Shoppers
CUST0574,30,Male,Delhi NCR,62625.0,7,2575.0,17501.0,51,0.49,0.21,Home,33.7,1,At-Risk / Inactive
CUST0575,42,Female,Delhi NCR,102775.0,7,2981.0,20792.0,24,0.69,0.23,Beauty,38.6,1,At-Risk / Inactive
CUST0576,18,Male,Mumbai,66508.0,21,1899.0,40247.0,25,0.49,0.22,Home,79.1,2,High-Value Loyalists
CUST0577,35,Female,Pune,64821.0,4,2195.0,7809.0,37,0.41,0.23,Beauty,28.9,1,At-Risk / Inactive
CUST0578,18,Male,Pune,52618.0,8,3029.0,24728.0,22,0.2,0.35,Home,31.8,1,At-Risk / Inactive
CUST0579,43,Male,Delhi NCR,113898.0,13,3844.0,48604.0,32,0.75,0.31,Beauty,47.7,1,At-Risk / Inactive
CUST0580,19,Male,Delhi NCR,74431.0,6,2620.0,14428.0,23,0.75,0.5,Home,44.4,0,Deal-Driven Shoppers
CUST0581,39,Female,Hyderabad,99577.0,11,3090.0,36826.0,17,0.64,0.44,Sports,55.6,1,At-Risk / Inactive
CUST0582,25,Female,Hyderabad,50743.0,11,3101.0,30258.0,21,0.25,0.35,Beauty,42.2,1,At-Risk / Inactive
CUST0583,38,Male,Bengaluru,69922.0,14,300.0,3791.0,23,0.16,0.63,Sports,58.9,0,Deal-Driven Shoppers
CUST0584,45,Female,Delhi NCR,124735.0,5,3150.0,15424.0,51,0.61,0.21,Fashion,31.7,1,At-Risk / Inactive
CUST0585,27,Male,Bengaluru,57409.0,12,2049.0,25935.0,80,0.54,0.16,Electronics,40.7,1,At-Risk / Inactive
CUST0586,35,Male,Mumbai,47065.0,7,2884.0,19474.0,78,0.7,0.5,Home,38.4,0,Deal-Driven Shoppers
CUST0587,42,Female,Delhi NCR,70826.0,13,2206.0,25515.0,61,0.58,0.11,Beauty,49.6,1,At-Risk / Inactive
CUST0588,34,Male,Lucknow,54754.0,8,5247.0,48002.0,24,0.5,0.09,Home,45.8,1,At-Risk / Inactive
CUST0589,29,Female,Pune,103077.0,10,2492.0,24600.0,67,0.8,0.12,Home,47.4,1,At-Risk / Inactive
CUST0590,39,Male,Pune,141858.0,34,3827.0,120794.0,3,0.88,0.19,Home,100.0,2,High-Value Loyalists
CUST0591,48,Male,Lucknow,132501.0,10,2438.0,24271.0,18,0.2,0.57,Fashion,44.9,1,At-Risk / Inactive
CUST0592,42,Male,Delhi NCR,50893.0,5,2981.0,15228.0,16,0.23,0.42,Fashion,32.7,1,At-Risk / Inactive
CUST0593,47,Female,Hyderabad,50623.0,5,3118.0,17662.0,44,0.32,0.26,Fashion,28.3,1,At-Risk / Inactive
CUST0594,44,Male,Lucknow,111376.0,14,1665.0,22839.0,47,0.41,0.35,Fashion,46.2,1,At-Risk / Inactive
CUST0595,50,Female,Delhi NCR,81322.0,16,1689.0,26698.0,27,0.78,0.22,Sports,58.8,0,Deal-Driven Shoppers
CUST0596,21,Female,Pune,107861.0,11,2155.0,22282.0,47,0.82,0.57,Beauty,56.8,0,Deal-Driven Shoppers
CUST0597,39,Female,Pune,33081.0,7,2148.0,14893.0,12,0.27,0.19,Electronics,44.3,1,At-Risk / Inactive
CUST0598,31,Female,Lucknow,18000.0,8,3474.0,26027.0,48,0.21,0.32,Electronics,27.8,1,At-Risk / Inactive
CUST0599,43,Female,Lucknow,71229.0,20,1119.0,21413.0,50,0.74,0.31,Beauty,75.4,0,Deal-Driven Shoppers
CUST0600,26,Female,Delhi NCR,77588.0,19,1759.0,32438.0,60,0.29,0.14,Electronics,61.5,1,At-Risk / Inactive
